,year,artist,track,time,date.entered,week,ratings,id
32,2000,2 Pac,Baby Don't Cry (Keep...,4:22,2000-02-26,wk33,,0
33,2000,2 Pac,Baby Don't Cry (Keep...,4:22,2000-02-26,wk34,,0
34,2000,2 Pac,Baby Don't Cry (Keep...,4:22,2000-02-26,wk35,,0
35,2000,2 Pac,Baby Don't Cry (Keep...,4:22,2000-02-26,wk36,,0
36,2000,2 Pac,Baby Don't Cry (Keep...,4:22,2000-02-26,wk37,,0
37,2000,2 Pac,Baby Don't Cry (Keep...,4:22,2000-02-26,wk38,,0
38,2000,2 Pac,Baby Don't Cry (Keep...,4:22,2000-02-26,wk39,,0
39,2000,2 Pac,Baby Don't Cry (Keep...,4:22,2000-02-26,wk40,,0
40,2000,2 Pac,Baby Don't Cry (Keep...,4:22,2000-02-26,wk41,,0
41,2000,2 Pac,Baby Don't Cry (Keep...,4:22,2000-02-26,wk42,,0
42,2000,2 Pac,Baby Don't Cry (Keep...,4:22,2000-02-26,wk43,,0
43,2000,2 Pac,Baby Don't Cry (Keep...,4:22,2000-02-26,wk44,,0
44,2000,2 Pac,Baby Don't Cry (Keep...,4:22,2000-02-26,wk45,,0
45,2000,2 Pac,Baby Don't Cry (Keep...,4:22,2000-02-26,wk46,,0
46,2000,2 Pac,Baby Don't Cry (Keep...,4:22,2000-02-26,wk47,,0
47,2000,2 Pac,Baby Don't Cry (Keep...,4:22,2000-02-26,wk48,,0
48,2000,2 Pac,Baby Don't Cry (Keep...,4:22,2000-02-26,wk49,,0
49,2000,2 Pac,Baby Don't Cry (Keep...,4:22,2000-02-26,wk50,,0
50,2000,2 Pac,Baby Don't Cry (Keep...,4:22,2000-02-26,wk51,,0
51,2000,2 Pac,Baby Don't Cry (Keep...,4:22,2000-02-26,wk52,,0
52,2000,2 Pac,Baby Don't Cry (Keep...,4:22,2000-02-26,wk53,,0
53,2000,2 Pac,Baby Don't Cry (Keep...,4:22,2000-02-26,wk54,,0
54,2000,2 Pac,Baby Don't Cry (Keep...,4:22,2000-02-26,wk55,,0
55,2000,2 Pac,Baby Don't Cry (Keep...,4:22,2000-02-26,wk56,,0
56,2000,2 Pac,Baby Don't Cry (Keep...,4:22,2000-02-26,wk57,,0
57,2000,2 Pac,Baby Don't Cry (Keep...,4:22,2000-02-26,wk58,,0
58,2000,2 Pac,Baby Don't Cry (Keep...,4:22,2000-02-26,wk59,,0
59,2000,2 Pac,Baby Don't Cry (Keep...,4:22,2000-02-26,wk60,,0
60,2000,2 Pac,Baby Don't Cry (Keep...,4:22,2000-02-26,wk61,,0
61,2000,2 Pac,Baby Don't Cry (Keep...,4:22,2000-02-26,wk62,,0
62,2000,2 Pac,Baby Don't Cry (Keep...,4:22,2000-02-26,wk63,,0
63,2000,2 Pac,Baby Don't Cry (Keep...,4:22,2000-02-26,wk64,,0
64,2000,2 Pac,Baby Don't Cry (Keep...,4:22,2000-02-26,wk65,,0
65,2000,2 Pac,Baby Don't Cry (Keep...,4:22,2000-02-26,wk66,,0
66,2000,2 Pac,Baby Don't Cry (Keep...,4:22,2000-02-26,wk67,,0
67,2000,2 Pac,Baby Don't Cry (Keep...,4:22,2000-02-26,wk68,,0
68,2000,2 Pac,Baby Don't Cry (Keep...,4:22,2000-02-26,wk69,,0
69,2000,2 Pac,Baby Don't Cry (Keep...,4:22,2000-02-26,wk70,,0
70,2000,2 Pac,Baby Don't Cry (Keep...,4:22,2000-02-26,wk71,,0
71,2000,2 Pac,Baby Don't Cry (Keep...,4:22,2000-02-26,wk72,,0
72,2000,2 Pac,Baby Don't Cry (Keep...,4:22,2000-02-26,wk73,,0
73,2000,2 Pac,Baby Don't Cry (Keep...,4:22,2000-02-26,wk74,,0
74,2000,2 Pac,Baby Don't Cry (Keep...,4:22,2000-02-26,wk75,,0
75,2000,2 Pac,Baby Don't Cry (Keep...,4:22,2000-02-26,wk76,,0
76,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk1,91.0,1
77,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk2,87.0,1
78,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk3,92.0,1
79,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk4,,1
80,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk5,,1
81,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk6,,1
82,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk7,,1
83,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk8,,1
84,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk9,,1
85,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk10,,1
86,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk11,,1
87,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk12,,1
88,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk13,,1
89,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk14,,1
90,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk15,,1
91,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk16,,1
92,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk17,,1
93,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk18,,1
94,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk19,,1
95,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk20,,1
96,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk21,,1
97,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk22,,1
98,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk23,,1
99,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk24,,1
100,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk25,,1
101,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk26,,1
102,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk27,,1
103,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk28,,1
104,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk29,,1
105,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk30,,1
106,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk31,,1
107,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk32,,1
108,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk33,,1
109,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk34,,1
110,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk35,,1
111,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk36,,1
112,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk37,,1
113,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk38,,1
114,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk39,,1
115,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk40,,1
116,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk41,,1
117,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk42,,1
118,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk43,,1
119,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk44,,1
120,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk45,,1
121,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk46,,1
122,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk47,,1
123,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk48,,1
124,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk49,,1
125,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk50,,1
126,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk51,,1
127,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk52,,1
128,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk53,,1
129,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk54,,1
130,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk55,,1
131,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk56,,1
132,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk57,,1
133,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk58,,1
134,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk59,,1
135,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk60,,1
136,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk61,,1
137,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk62,,1
138,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk63,,1
139,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk64,,1
140,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk65,,1
141,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk66,,1
142,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk67,,1
143,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk68,,1
144,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk69,,1
145,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk70,,1
146,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk71,,1
147,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk72,,1
148,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk73,,1
149,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk74,,1
150,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk75,,1
151,2000,2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,wk76,,1
152,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk1,81.0,2
153,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk2,70.0,2
154,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk3,68.0,2
155,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk4,67.0,2
156,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk5,66.0,2
157,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk6,57.0,2
158,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk7,54.0,2
159,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk8,53.0,2
160,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk9,51.0,2
161,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk10,51.0,2
162,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk11,51.0,2
163,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk12,51.0,2
164,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk13,47.0,2
165,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk14,44.0,2
166,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk15,38.0,2
167,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk16,28.0,2
168,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk17,22.0,2
169,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk18,18.0,2
170,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk19,18.0,2
171,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk20,14.0,2
172,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk21,12.0,2
173,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk22,7.0,2
174,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk23,6.0,2
175,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk24,6.0,2
176,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk25,6.0,2
177,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk26,5.0,2
178,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk27,5.0,2
179,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk28,4.0,2
180,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk29,4.0,2
181,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk30,4.0,2
182,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk31,4.0,2
183,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk32,3.0,2
184,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk33,3.0,2
185,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk34,3.0,2
186,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk35,4.0,2
187,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk36,5.0,2
188,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk37,5.0,2
189,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk38,9.0,2
190,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk39,9.0,2
191,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk40,15.0,2
192,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk41,14.0,2
193,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk42,13.0,2
194,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk43,14.0,2
195,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk44,16.0,2
196,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk45,17.0,2
197,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk46,21.0,2
198,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk47,22.0,2
199,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk48,24.0,2
200,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk49,28.0,2
201,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk50,33.0,2
202,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk51,42.0,2
203,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk52,42.0,2
204,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk53,49.0,2
205,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk54,,2
206,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk55,,2
207,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk56,,2
208,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk57,,2
209,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk58,,2
210,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk59,,2
211,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk60,,2
212,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk61,,2
213,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk62,,2
214,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk63,,2
215,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk64,,2
216,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk65,,2
217,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk66,,2
218,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk67,,2
219,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk68,,2
220,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk69,,2
221,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk70,,2
222,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk71,,2
223,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk72,,2
224,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk73,,2
225,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk74,,2
226,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk75,,2
227,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,wk76,,2
228,2000,3 Doors Down,Loser,4:24,2000-10-21,wk1,76.0,3
229,2000,3 Doors Down,Loser,4:24,2000-10-21,wk2,76.0,3
230,2000,3 Doors Down,Loser,4:24,2000-10-21,wk3,72.0,3
231,2000,3 Doors Down,Loser,4:24,2000-10-21,wk4,69.0,3
232,2000,3 Doors Down,Loser,4:24,2000-10-21,wk5,67.0,3
233,2000,3 Doors Down,Loser,4:24,2000-10-21,wk6,65.0,3
234,2000,3 Doors Down,Loser,4:24,2000-10-21,wk7,55.0,3
235,2000,3 Doors Down,Loser,4:24,2000-10-21,wk8,59.0,3
236,2000,3 Doors Down,Loser,4:24,2000-10-21,wk9,62.0,3
237,2000,3 Doors Down,Loser,4:24,2000-10-21,wk10,61.0,3
238,2000,3 Doors Down,Loser,4:24,2000-10-21,wk11,61.0,3
239,2000,3 Doors Down,Loser,4:24,2000-10-21,wk12,59.0,3
240,2000,3 Doors Down,Loser,4:24,2000-10-21,wk13,61.0,3
241,2000,3 Doors Down,Loser,4:24,2000-10-21,wk14,66.0,3
242,2000,3 Doors Down,Loser,4:24,2000-10-21,wk15,72.0,3
243,2000,3 Doors Down,Loser,4:24,2000-10-21,wk16,76.0,3
244,2000,3 Doors Down,Loser,4:24,2000-10-21,wk17,75.0,3
245,2000,3 Doors Down,Loser,4:24,2000-10-21,wk18,67.0,3
246,2000,3 Doors Down,Loser,4:24,2000-10-21,wk19,73.0,3
247,2000,3 Doors Down,Loser,4:24,2000-10-21,wk20,70.0,3
248,2000,3 Doors Down,Loser,4:24,2000-10-21,wk21,,3
249,2000,3 Doors Down,Loser,4:24,2000-10-21,wk22,,3
250,2000,3 Doors Down,Loser,4:24,2000-10-21,wk23,,3
251,2000,3 Doors Down,Loser,4:24,2000-10-21,wk24,,3
252,2000,3 Doors Down,Loser,4:24,2000-10-21,wk25,,3
253,2000,3 Doors Down,Loser,4:24,2000-10-21,wk26,,3
254,2000,3 Doors Down,Loser,4:24,2000-10-21,wk27,,3
255,2000,3 Doors Down,Loser,4:24,2000-10-21,wk28,,3
256,2000,3 Doors Down,Loser,4:24,2000-10-21,wk29,,3
257,2000,3 Doors Down,Loser,4:24,2000-10-21,wk30,,3
258,2000,3 Doors Down,Loser,4:24,2000-10-21,wk31,,3
259,2000,3 Doors Down,Loser,4:24,2000-10-21,wk32,,3
260,2000,3 Doors Down,Loser,4:24,2000-10-21,wk33,,3
261,2000,3 Doors Down,Loser,4:24,2000-10-21,wk34,,3
262,2000,3 Doors Down,Loser,4:24,2000-10-21,wk35,,3
263,2000,3 Doors Down,Loser,4:24,2000-10-21,wk36,,3
264,2000,3 Doors Down,Loser,4:24,2000-10-21,wk37,,3
265,2000,3 Doors Down,Loser,4:24,2000-10-21,wk38,,3
266,2000,3 Doors Down,Loser,4:24,2000-10-21,wk39,,3
267,2000,3 Doors Down,Loser,4:24,2000-10-21,wk40,,3
268,2000,3 Doors Down,Loser,4:24,2000-10-21,wk41,,3
269,2000,3 Doors Down,Loser,4:24,2000-10-21,wk42,,3
270,2000,3 Doors Down,Loser,4:24,2000-10-21,wk43,,3
271,2000,3 Doors Down,Loser,4:24,2000-10-21,wk44,,3
272,2000,3 Doors Down,Loser,4:24,2000-10-21,wk45,,3
273,2000,3 Doors Down,Loser,4:24,2000-10-21,wk46,,3
274,2000,3 Doors Down,Loser,4:24,2000-10-21,wk47,,3
275,2000,3 Doors Down,Loser,4:24,2000-10-21,wk48,,3
276,2000,3 Doors Down,Loser,4:24,2000-10-21,wk49,,3
277,2000,3 Doors Down,Loser,4:24,2000-10-21,wk50,,3
278,2000,3 Doors Down,Loser,4:24,2000-10-21,wk51,,3
279,2000,3 Doors Down,Loser,4:24,2000-10-21,wk52,,3
280,2000,3 Doors Down,Loser,4:24,2000-10-21,wk53,,3
281,2000,3 Doors Down,Loser,4:24,2000-10-21,wk54,,3
282,2000,3 Doors Down,Loser,4:24,2000-10-21,wk55,,3
283,2000,3 Doors Down,Loser,4:24,2000-10-21,wk56,,3
284,2000,3 Doors Down,Loser,4:24,2000-10-21,wk57,,3
285,2000,3 Doors Down,Loser,4:24,2000-10-21,wk58,,3
286,2000,3 Doors Down,Loser,4:24,2000-10-21,wk59,,3
287,2000,3 Doors Down,Loser,4:24,2000-10-21,wk60,,3
288,2000,3 Doors Down,Loser,4:24,2000-10-21,wk61,,3
289,2000,3 Doors Down,Loser,4:24,2000-10-21,wk62,,3
290,2000,3 Doors Down,Loser,4:24,2000-10-21,wk63,,3
291,2000,3 Doors Down,Loser,4:24,2000-10-21,wk64,,3
292,2000,3 Doors Down,Loser,4:24,2000-10-21,wk65,,3
293,2000,3 Doors Down,Loser,4:24,2000-10-21,wk66,,3
294,2000,3 Doors Down,Loser,4:24,2000-10-21,wk67,,3
295,2000,3 Doors Down,Loser,4:24,2000-10-21,wk68,,3
296,2000,3 Doors Down,Loser,4:24,2000-10-21,wk69,,3
297,2000,3 Doors Down,Loser,4:24,2000-10-21,wk70,,3
298,2000,3 Doors Down,Loser,4:24,2000-10-21,wk71,,3
299,2000,3 Doors Down,Loser,4:24,2000-10-21,wk72,,3
300,2000,3 Doors Down,Loser,4:24,2000-10-21,wk73,,3
301,2000,3 Doors Down,Loser,4:24,2000-10-21,wk74,,3
302,2000,3 Doors Down,Loser,4:24,2000-10-21,wk75,,3
303,2000,3 Doors Down,Loser,4:24,2000-10-21,wk76,,3
304,2000,504 Boyz,Wobble Wobble,3:35,2000-04-15,wk1,57.0,4
305,2000,504 Boyz,Wobble Wobble,3:35,2000-04-15,wk2,34.0,4
306,2000,504 Boyz,Wobble Wobble,3:35,2000-04-15,wk3,25.0,4
307,2000,504 Boyz,Wobble Wobble,3:35,2000-04-15,wk4,17.0,4
308,2000,504 Boyz,Wobble Wobble,3:35,2000-04-15,wk5,17.0,4
309,2000,504 Boyz,Wobble Wobble,3:35,2000-04-15,wk6,31.0,4
310,2000,504 Boyz,Wobble Wobble,3:35,2000-04-15,wk7,36.0,4
311,2000,504 Boyz,Wobble Wobble,3:35,2000-04-15,wk8,49.0,4
312,2000,504 Boyz,Wobble Wobble,3:35,2000-04-15,wk9,53.0,4
313,2000,504 Boyz,Wobble Wobble,3:35,2000-04-15,wk10,57.0,4
314,2000,504 Boyz,Wobble Wobble,3:35,2000-04-15,wk11,64.0,4
315,2000,504 Boyz,Wobble Wobble,3:35,2000-04-15,wk12,70.0,4
316,2000,504 Boyz,Wobble Wobble,3:35,2000-04-15,wk13,75.0,4
317,2000,504 Boyz,Wobble Wobble,3:35,2000-04-15,wk14,76.0,4
318,2000,504 Boyz,Wobble Wobble,3:35,2000-04-15,wk15,78.0,4
319,2000,504 Boyz,Wobble Wobble,3:35,2000-04-15,wk16,85.0,4
320,2000,504 Boyz,Wobble Wobble,3:35,2000-04-15,wk17,92.0,4
321,2000,504 Boyz,Wobble Wobble,3:35,2000-04-15,wk18,96.0,4
322,2000,504 Boyz,Wobble Wobble,3:35,2000-04-15,wk19,,4
323,2000,504 Boyz,Wobble Wobble,3:35,2000-04-15,wk20,,4
324,2000,504 Boyz,Wobble Wobble,3:35,2000-04-15,wk21,,4
325,2000,504 Boyz,Wobble Wobble,3:35,2000-04-15,wk22,,4
326,2000,504 Boyz,Wobble Wobble,3:35,2000-04-15,wk23,,4
327,2000,504 Boyz,Wobble Wobble,3:35,2000-04-15,wk24,,4
328,2000,504 Boyz,Wobble Wobble,3:35,2000-04-15,wk25,,4
329,2000,504 Boyz,Wobble Wobble,3:35,2000-04-15,wk26,,4
330,2000,504 Boyz,Wobble Wobble,3:35,2000-04-15,wk27,,4
331,2000,504 Boyz,Wobble Wobble,3:35,2000-04-15,wk28,,4
332,2000,504 Boyz,Wobble Wobble,3:35,2000-04-15,wk29,,4
333,2000,504 Boyz,Wobble Wobble,3:35,2000-04-15,wk30,,4
334,2000,504 Boyz,Wobble Wobble,3:35,2000-04-15,wk31,,4
335,2000,504 Boyz,Wobble Wobble,3:35,2000-04-15,wk32,,4
336,2000,504 Boyz,Wobble Wobble,3:35,2000-04-15,wk33,,4
337,2000,504 Boyz,Wobble Wobble,3:35,2000-04-15,wk34,,4
338,2000,504 Boyz,Wobble Wobble,3:35,2000-04-15,wk35,,4
339,2000,504 Boyz,Wobble Wobble,3:35,2000-04-15,wk36,,4
340,2000,504 Boyz,Wobble Wobble,3:35,2000-04-15,wk37,,4
341,2000,504 Boyz,Wobble Wobble,3:35,2000-04-15,wk38,,4
342,2000,504 Boyz,Wobble Wobble,3:35,2000-04-15,wk39,,4
343,2000,504 Boyz,Wobble Wobble,3:35,2000-04-15,wk40,,4
